epoch,step,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,1,,,,6.336341381072998,7.529841423034668,28.420007705688477
0,1,7.598949432373047,8.999536514282227,40.79187774658203,,,
1,3,,,,5.338299751281738,6.593108654022217,21.84174156188965
1,3,7.130611896514893,8.963708877563477,40.27464294433594,,,
2,5,,,,4.323575973510742,5.582602024078369,15.747539520263672
2,5,6.395576477050781,8.32039737701416,34.752708435058594,,,
3,7,,,,3.4075589179992676,4.561091899871826,10.631181716918945
3,7,4.81764030456543,6.744153022766113,23.00028419494629,,,
4,9,,,,2.8199706077575684,3.697204351425171,7.110918998718262
4,9,3.9802229404449463,5.686980724334717,16.53008270263672,,,
5,11,,,,2.6646320819854736,3.2965619564056396,5.797802925109863
5,11,3.6879189014434814,5.411599159240723,14.975053787231445,,,
6,13,,,,3.0890326499938965,3.7243733406066895,7.529295444488525
6,13,3.4188404083251953,4.632273197174072,11.240395545959473,,,
7,15,,,,3.678313970565796,4.326144218444824,10.261513710021973
7,15,3.6521570682525635,4.3722405433654785,10.572029113769531,,,
8,17,,,,3.7296814918518066,4.366208076477051,10.364094734191895
8,17,4.065516948699951,4.748654842376709,12.466455459594727,,,
9,19,,,,3.565601110458374,4.196570873260498,9.303903579711914
9,19,3.8228847980499268,4.54678201675415,11.295668601989746,,,
10,21,,,,3.381035327911377,3.964179515838623,8.148483276367188
10,21,3.775280714035034,4.497166633605957,10.979833602905273,,,
11,23,,,,3.192218780517578,3.777433395385742,7.340498924255371
11,23,3.551501512527466,4.283776760101318,9.94296646118164,,,
12,25,,,,3.051826000213623,3.6278464794158936,6.777618885040283
12,25,3.4893579483032227,4.2241692543029785,9.650097846984863,,,
13,27,,,,2.9502224922180176,3.534184455871582,6.456589221954346
13,27,3.311049461364746,4.162520885467529,9.12270450592041,,,
14,29,,,,2.873300313949585,3.460742950439453,6.232169151306152
14,29,3.3284778594970703,4.188299179077148,9.325227737426758,,,
15,31,,,,2.8181684017181396,3.4022021293640137,6.069586753845215
15,31,3.4498088359832764,4.470327377319336,10.566939353942871,,,
16,33,,,,2.792564868927002,3.3608522415161133,5.9690656661987305
16,33,3.3555233478546143,4.3310346603393555,10.007917404174805,,,
17,35,,,,2.78059458732605,3.337404251098633,5.930243492126465
17,35,3.376666307449341,4.358535289764404,10.106548309326172,,,
18,37,,,,2.786571979522705,3.336946964263916,5.967857360839844
18,37,3.3604936599731445,4.27285623550415,9.82101821899414,,,
19,39,,,,2.8015189170837402,3.3630199432373047,6.081663608551025
19,39,3.2459306716918945,4.1256608963012695,9.290790557861328,,,
20,41,,,,2.8233537673950195,3.3995659351348877,6.21919584274292
20,41,3.353071928024292,4.167026519775391,9.44403076171875,,,
21,43,,,,2.8427906036376953,3.42775297164917,6.3184614181518555
21,43,3.2951622009277344,4.180389881134033,9.360600471496582,,,
22,45,,,,2.856839418411255,3.4455461502075195,6.377633094787598
22,45,3.38519287109375,4.337154865264893,10.158947944641113,,,
23,47,,,,2.8678388595581055,3.4607882499694824,6.422546863555908
23,47,3.3627662658691406,4.2587385177612305,9.847921371459961,,,
24,49,,,,2.8684206008911133,3.462343692779541,6.4084296226501465
24,49,3.387930393218994,4.120250701904297,9.269359588623047,,,
25,51,,,,2.8727943897247314,3.461000919342041,6.378538608551025
25,51,3.3688082695007324,4.269317626953125,9.826335906982422,,,
26,53,,,,2.8697590827941895,3.4528000354766846,6.320417881011963
26,53,3.440823554992676,4.331805229187012,10.263970375061035,,,
27,55,,,,2.8591132164001465,3.437464714050293,6.239671230316162
27,55,3.3370494842529297,4.0556769371032715,9.033997535705566,,,
28,57,,,,2.841210126876831,3.41770339012146,6.148986339569092
28,57,3.234498977661133,3.990025043487549,8.678473472595215,,,
29,59,,,,2.818535566329956,3.3947033882141113,6.053781509399414
29,59,3.243049383163452,4.13346529006958,9.168883323669434,,,
30,61,,,,2.79111647605896,3.368288993835449,5.952591419219971
30,61,3.1942031383514404,3.939380168914795,8.316341400146484,,,
31,63,,,,2.764955997467041,3.339461088180542,5.850271224975586
31,63,3.146768808364868,3.971656084060669,8.540940284729004,,,
32,65,,,,2.7456555366516113,3.3147716522216797,5.771599292755127
32,65,2.987424612045288,3.6255505084991455,7.196313381195068,,,
33,67,,,,2.7312440872192383,3.3029115200042725,5.737917423248291
33,67,2.929105520248413,3.5713553428649902,6.955987453460693,,,
34,69,,,,2.72261905670166,3.314628839492798,5.767831802368164
34,69,3.0729405879974365,3.7927794456481934,7.81437873840332,,,
35,71,,,,2.7117748260498047,3.3031017780303955,5.739780426025391
35,71,3.1600496768951416,3.9617722034454346,8.531294822692871,,,
36,73,,,,2.6970744132995605,3.2623369693756104,5.6471123695373535
