epoch,step,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,1,,,,3.0899856090545654,4.771871566772461,11.428398132324219
0,1,4.221372127532959,6.05125617980957,18.34979248046875,,,
1,3,,,,2.7973456382751465,4.348466396331787,9.511423110961914
1,3,3.5928328037261963,5.381657123565674,14.559854507446289,,,
2,5,,,,2.575042247772217,3.9550671577453613,7.910191535949707
2,5,3.616579055786133,5.35153865814209,14.452701568603516,,,
3,7,,,,2.3781659603118896,3.573840618133545,6.520308494567871
3,7,2.9413914680480957,4.521907329559326,10.336508750915527,,,
4,9,,,,2.2615580558776855,3.211165189743042,5.360775470733643
4,9,3.1322567462921143,4.613592147827148,10.83673095703125,,,
5,11,,,,2.2713067531585693,2.9886040687561035,4.7681169509887695
5,11,2.8286585807800293,4.079139232635498,8.664347648620605,,,
6,13,,,,2.4358770847320557,3.0454137325286865,5.103304862976074
6,13,2.617274045944214,3.600998878479004,6.933594226837158,,,
7,15,,,,2.7616517543792725,3.198004961013794,5.883552074432373
7,15,2.6547341346740723,3.406919240951538,6.413633823394775,,,
8,17,,,,2.8198294639587402,3.2212629318237305,6.026208877563477
8,17,2.8740644454956055,3.441225290298462,6.661819934844971,,,
9,19,,,,2.6841323375701904,3.124640703201294,5.584101676940918
9,19,2.877577781677246,3.4262473583221436,6.613621711730957,,,
10,21,,,,2.5085558891296387,3.039818286895752,5.155404090881348
10,21,2.6616644859313965,3.133254051208496,5.572604656219482,,,
11,23,,,,2.3745360374450684,2.982677936553955,4.883354187011719
11,23,2.6410601139068604,3.2752249240875244,6.045742034912109,,,
12,25,,,,2.295370578765869,2.9631991386413574,4.7721638679504395
12,25,2.452008008956909,3.171260118484497,5.589878559112549,,,
13,27,,,,2.2527945041656494,2.9569058418273926,4.728420257568359
13,27,2.4792652130126953,3.212362051010132,5.712913990020752,,,
14,29,,,,2.2350142002105713,2.953441619873047,4.704989433288574
14,29,2.4905598163604736,3.4597890377044678,6.498917579650879,,,
15,31,,,,2.2429537773132324,2.9517250061035156,4.696287155151367
15,31,2.5624773502349854,3.5155296325683594,6.673288822174072,,,
16,33,,,,2.251926898956299,2.9504640102386475,4.69728946685791
16,33,2.4552223682403564,3.362233877182007,6.18269157409668,,,
17,35,,,,2.2563316822052,2.9528727531433105,4.715184211730957
17,35,2.3409955501556396,3.057650089263916,5.156399726867676,,,
18,37,,,,2.275913715362549,2.9542624950408936,4.741279602050781
18,37,2.4236738681793213,3.3199119567871094,5.973674297332764,,,
19,39,,,,2.314954996109009,2.960286855697632,4.783753871917725
19,39,2.515470266342163,3.3720669746398926,6.226995468139648,,,
20,41,,,,2.3452510833740234,2.964686393737793,4.816850185394287
20,41,2.6085753440856934,3.4547572135925293,6.596477508544922,,,
21,43,,,,2.358795166015625,2.9612226486206055,4.819697380065918
21,43,2.5199592113494873,3.3067870140075684,6.051797389984131,,,
22,45,,,,2.3576087951660156,2.9503114223480225,4.791313648223877
22,45,2.515014410018921,3.240377187728882,5.807062149047852,,,
23,47,,,,2.3466873168945312,2.935605525970459,4.745289325714111
23,47,2.6395375728607178,3.3861703872680664,6.368747711181641,,,
24,49,,,,2.330540180206299,2.919694185256958,4.692572116851807
24,49,2.6175570487976074,3.4089174270629883,6.383996963500977,,,
25,51,,,,2.3196868896484375,2.9068074226379395,4.652604579925537
25,51,2.5117526054382324,3.227952480316162,5.750706672668457,,,
26,53,,,,2.3052978515625,2.8917911052703857,4.604857921600342
26,53,2.622464656829834,3.4054481983184814,6.413936614990234,,,
27,55,,,,2.2834694385528564,2.872877836227417,4.5426483154296875
27,55,2.4892542362213135,3.140566825866699,5.566381931304932,,,
28,57,,,,2.2666139602661133,2.855748176574707,4.488797187805176
28,57,2.5023810863494873,3.346553325653076,6.10486364364624,,,
29,59,,,,2.250643730163574,2.838339328765869,4.434652805328369
29,59,2.4482369422912598,3.1410558223724365,5.483724594116211,,,
30,61,,,,2.238344192504883,2.819103479385376,4.379884243011475
30,61,2.3701701164245605,3.066516160964966,5.273643970489502,,,
31,63,,,,2.227182388305664,2.7979209423065186,4.321732521057129
31,63,2.446791172027588,3.169513702392578,5.64585542678833,,,
32,65,,,,2.2302005290985107,2.7760000228881836,4.275597095489502
32,65,2.4652011394500732,3.148836612701416,5.518975734710693,,,
33,67,,,,2.23854923248291,2.74714994430542,4.22054386138916
33,67,2.376504421234131,3.052908420562744,5.175839900970459,,,
34,69,,,,2.2402522563934326,2.716104507446289,4.157437801361084
34,69,2.2539615631103516,2.913022756576538,4.639660835266113,,,
35,71,,,,2.2331655025482178,2.6859588623046875,4.0910444259643555
35,71,2.2119736671447754,2.6720259189605713,4.07609224319458,,,
36,73,,,,2.2055087089538574,2.65240478515625,4.002155780792236
36,73,2.3613088130950928,2.947791337966919,4.841274261474609,,,
37,75,,,,2.1694350242614746,2.6178677082061768,3.9095396995544434
37,75,2.408963203430176,3.198978900909424,5.557181358337402,,,
38,77,,,,2.140059232711792,2.592510223388672,3.845681667327881
38,77,2.1968584060668945,2.857029914855957,4.473474025726318,,,
39,79,,,,2.1277904510498047,2.5810937881469727,3.829932451248169
39,79,2.314274311065674,3.160733938217163,5.387289047241211,,,
40,81,,,,2.1318979263305664,2.590305805206299,3.8742148876190186
40,81,2.281435966491699,3.0969886779785156,5.158853054046631,,,
41,83,,,,2.121507406234741,2.5772721767425537,3.847113847732544
41,83,1.967630386352539,2.493840456008911,3.5326337814331055,,,
42,85,,,,2.1346991062164307,2.5910675525665283,3.8881919384002686
