epoch,step,train_loss_epoch,train_loss_step,val_MAE
0,2,,,3.900704860687256
0,2,12.18484115600586,,
1,5,,,1.56972074508667
1,5,6.806756496429443,,
2,8,,,1.4159634113311768
2,8,2.261867046356201,,
3,11,,,1.290029525756836
3,11,1.707745909690857,,
4,14,,,1.3091919422149658
4,14,1.3027197122573853,,
5,17,,,1.3736226558685303
5,17,1.1545037031173706,,
6,20,,,1.3626465797424316
6,20,1.127812385559082,,
7,23,,,1.2407310009002686
7,23,0.9439346194267273,,
8,26,,,1.1736875772476196
8,26,0.7984972596168518,,
9,29,,,1.208234190940857
9,29,0.6592304110527039,,
10,32,,,1.1044340133666992
10,32,0.6455323100090027,,
11,35,,,1.0589780807495117
11,35,0.46434685587882996,,
12,38,,,0.9617376327514648
12,38,0.4661758840084076,,
13,41,,,0.9223220348358154
13,41,0.4043208062648773,,
14,44,,,0.9337631464004517
14,44,0.4319792687892914,,
15,47,,,0.8810303211212158
15,47,0.3584193289279938,,
16,49,,0.3202962279319763,
16,50,,,0.7770200371742249
16,50,0.31164562702178955,,
17,53,,,0.8612918257713318
17,53,0.3804866075515747,,
18,56,,,0.7940365076065063
18,56,0.3349982798099518,,
19,59,,,0.7114895582199097
19,59,0.26861241459846497,,
20,62,,,0.7812625169754028
20,62,0.2618649899959564,,
21,65,,,0.7789685726165771
21,65,0.23494566977024078,,
22,68,,,0.6232832670211792
22,68,0.21959109604358673,,
23,71,,,0.6488393545150757
23,71,0.18716762959957123,,
24,74,,,0.7064343690872192
24,74,0.16297055780887604,,
25,77,,,0.7443982362747192
25,77,0.20091426372528076,,
26,80,,,0.733144223690033
26,80,0.18035106360912323,,
27,83,,,0.6919502019882202
27,83,0.16215386986732483,,
28,86,,,0.6754530668258667
28,86,0.16673527657985687,,
29,89,,,0.6785249710083008
29,89,0.13257797062397003,,
30,92,,,0.6675149202346802
30,92,0.13124826550483704,,
31,95,,,0.7651102542877197
31,95,0.1562138795852661,,
32,98,,,0.683472752571106
32,98,0.1377250850200653,,
33,99,,0.13902625441551208,
33,101,,,0.6466271877288818
33,101,0.13619382679462433,,
34,104,,,0.6718659996986389
34,104,0.13162539899349213,,
35,107,,,0.7355659008026123
35,107,0.22648055851459503,,
36,110,,,0.6988064050674438
36,110,0.19535081088542938,,
37,113,,,0.683838427066803
37,113,0.21542520821094513,,
38,116,,,0.6398224830627441
38,116,0.14673954248428345,,
39,119,,,0.6896130442619324
39,119,0.14063353836536407,,
40,122,,,0.6577363610267639
40,122,0.14500929415225983,,
41,125,,,0.6348150372505188
41,125,0.09881919622421265,,
42,128,,,0.715329647064209
42,128,0.10870783776044846,,
43,131,,,0.6757768392562866
43,131,0.09824514389038086,,
44,134,,,0.682570219039917
44,134,0.09797829389572144,,
45,137,,,0.6691485643386841
45,137,0.08386268466711044,,
46,140,,,0.6715236902236938
46,140,0.10931062698364258,,
47,143,,,0.6057369112968445
47,143,0.11095871776342392,,
48,146,,,0.6805729866027832
48,146,0.08887031674385071,,
49,149,,0.09338466823101044,
49,149,,,0.745797872543335
49,149,0.07818827033042908,,
50,152,,,0.710004448890686
50,152,0.08058980852365494,,
51,155,,,0.6728840470314026
51,155,0.10512996464967728,,
52,158,,,0.6862142086029053
52,158,0.10893884301185608,,
53,161,,,0.6759536266326904
53,161,0.14032310247421265,,
54,164,,,0.7236390709877014
54,164,0.09451770782470703,,
55,167,,,0.7201785445213318
55,167,0.09345480054616928,,
56,170,,,0.7317167520523071
56,170,0.07359621673822403,,
57,173,,,0.6766850352287292
57,173,0.10080430656671524,,
58,176,,,0.6438491344451904
58,176,0.13766369223594666,,
59,179,,,0.7917206287384033
59,179,0.1243143081665039,,
60,182,,,0.7141472101211548
60,182,0.11119679361581802,,
61,185,,,0.7199311256408691
61,185,0.1268625408411026,,
62,188,,,0.7127061486244202
62,188,0.08115480095148087,,
63,191,,,0.6768631339073181
63,191,0.09291613847017288,,
64,194,,,0.7444958090782166
64,194,0.04974595084786415,,
65,197,,,0.6908416152000427
65,197,0.05887245014309883,,
66,199,,0.06184294819831848,
66,200,,,0.679070234298706
66,200,0.05352357029914856,,
67,203,,,0.758567214012146
67,203,0.049817610532045364,,
68,206,,,0.6876367330551147
68,206,0.0460202693939209,,
69,209,,,0.6945508718490601
69,209,0.044316262006759644,,
70,212,,,0.764595627784729
70,212,0.06500475853681564,,
71,215,,,0.6637892723083496
71,215,0.07775085419416428,,
72,218,,,0.6673295497894287
72,218,0.06673067808151245,,
73,221,,,0.7301368713378906
73,221,0.08702556043863297,,
74,224,,,0.7227565050125122
74,224,0.07462922483682632,,
75,227,,,0.7505285739898682
75,227,0.03364470228552818,,
76,230,,,0.7716080546379089
76,230,0.04097897186875343,,
77,233,,,0.7450361251831055
77,233,0.07660908997058868,,
78,236,,,0.7283464670181274
78,236,0.0419427752494812,,
79,239,,,0.71661376953125
79,239,0.04878489300608635,,
80,242,,,0.7968918085098267
80,242,0.061318326741456985,,
81,245,,,0.7300492525100708
81,245,0.06458694487810135,,
82,248,,,0.6369922161102295
82,248,0.049088988453149796,,
83,249,,0.042427629232406616,
83,251,,,0.6958451867103577
83,251,0.05005137622356415,,
84,254,,,0.7484132051467896
84,254,0.04333154857158661,,
85,257,,,0.6846888065338135
85,257,0.051907848566770554,,
86,260,,,0.7020970582962036
86,260,0.045389559119939804,,
87,263,,,0.7603999376296997
87,263,0.029309697449207306,,
88,266,,,0.7290141582489014
88,266,0.04494747519493103,,
89,269,,,0.6748243570327759
89,269,0.044583726674318314,,
90,272,,,0.6814223527908325
90,272,0.05870285630226135,,
91,275,,,0.7167869210243225
91,275,0.03760359063744545,,
92,278,,,0.7157053351402283
92,278,0.06830912828445435,,
93,281,,,0.712998628616333
93,281,0.06366997957229614,,
94,284,,,0.7077775001525879
94,284,0.05630124732851982,,
95,287,,,0.6526285409927368
95,287,0.07718293368816376,,
96,290,,,0.6700719594955444
96,290,0.061190515756607056,,
97,293,,,0.7335630655288696
97,293,0.05084673687815666,,
98,296,,,0.8013111352920532
98,296,0.08127272129058838,,
99,299,,0.16415245831012726,
99,299,,,0.6468234658241272
99,299,0.11675113439559937,,
100,302,,,0.6295499205589294
100,302,0.06657557934522629,,
101,305,,,0.6241791248321533
101,305,0.05112409591674805,,
102,308,,,0.6342707872390747
102,308,0.045844387263059616,,
103,311,,,0.6537313461303711
103,311,0.035378798842430115,,
104,314,,,0.6763408184051514
104,314,0.030383624136447906,,
105,317,,,0.6956138610839844
105,317,0.025760674849152565,,
106,320,,,0.7119742035865784
106,320,0.025865092873573303,,
107,323,,,0.7248493432998657
107,323,0.017615197226405144,,
108,326,,,0.7355893850326538
108,326,0.022955341264605522,,
109,329,,,0.7417764663696289
109,329,0.015087715350091457,,
110,332,,,0.7453081607818604
110,332,0.02092224545776844,,
111,335,,,0.7451111078262329
111,335,0.016504883766174316,,
112,338,,,0.7408647537231445
112,338,0.02769089676439762,,
113,341,,,0.735209584236145
113,341,0.016966436058282852,,
114,344,,,0.7313312292098999
114,344,0.016368553042411804,,
115,347,,,0.7303158640861511
115,347,0.01403296459466219,,
116,349,,0.012047536671161652,
116,350,,,0.7300922870635986
116,350,0.01557608600705862,,
117,353,,,0.7312948107719421
117,353,0.014142020605504513,,
118,356,,,0.7332186698913574
118,356,0.014317795634269714,,
119,359,,,0.7385053634643555
119,359,0.013357896357774734,,
120,362,,,0.7404009103775024
120,362,0.024158140644431114,,
121,365,,,0.7404885292053223
121,365,0.015689793974161148,,
122,368,,,0.734501838684082
122,368,0.018675604835152626,,
123,371,,,0.7287135720252991
123,371,0.018464667722582817,,
124,374,,,0.7250502109527588
124,374,0.03238868713378906,,
125,377,,,0.7243856191635132
125,377,0.02168876677751541,,
126,380,,,0.7256637811660767
126,380,0.01679229736328125,,
127,383,,,0.7260478734970093
127,383,0.017838768661022186,,
128,386,,,0.7299205660820007
128,386,0.013057354837656021,,
129,389,,,0.730954647064209
129,389,0.03050430864095688,,
130,392,,,0.7260323762893677
130,392,0.0292052049189806,,
131,395,,,0.7245389223098755
131,395,0.03503389284014702,,
132,398,,,0.725185751914978
132,398,0.022604281082749367,,
133,399,,0.016918543726205826,
133,401,,,0.723283588886261
133,401,0.02289026975631714,,
134,404,,,0.723247766494751
134,404,0.016831235960125923,,
135,407,,,0.7234295606613159
135,407,0.01234852522611618,,
136,410,,,0.7222417593002319
136,410,0.022508258000016212,,
137,413,,,0.727250337600708
137,413,0.01330049429088831,,
138,416,,,0.7326093316078186
138,416,0.014639857225120068,,
139,419,,,0.7383090257644653
139,419,0.011273729614913464,,
140,422,,,0.7417848110198975
140,422,0.025195324793457985,,
141,425,,,0.7401607632637024
141,425,0.017010709270834923,,
142,428,,,0.7402472496032715
142,428,0.02089053951203823,,
143,431,,,0.7388633489608765
143,431,0.019917292520403862,,
144,434,,,0.740942120552063
144,434,0.019920596852898598,,
145,437,,,0.7398709058761597
145,437,0.022390222176909447,,
146,440,,,0.7368031740188599
146,440,0.017579443752765656,,
147,443,,,0.7371580004692078
147,443,0.015297941863536835,,
148,446,,,0.7386167049407959
148,446,0.013549675233662128,,
149,449,,0.023442277684807777,
149,449,,,0.739460825920105
149,449,0.01580999046564102,,
150,452,,,0.7400083541870117
150,452,0.017255526036024094,,
151,455,,,0.7366014719009399
151,455,0.015355485491454601,,
152,458,,,0.7325048446655273
152,458,0.05198127403855324,,
153,461,,,0.7361096143722534
153,461,0.013794335536658764,,
154,464,,,0.7366502285003662
154,464,0.01780482940375805,,
155,467,,,0.7379132509231567
155,467,0.014973933808505535,,
156,470,,,0.7353115081787109
156,470,0.02793085016310215,,
157,473,,,0.7287440299987793
157,473,0.028474854305386543,,
158,476,,,0.7268864512443542
158,476,0.013366705738008022,,
159,479,,,0.7266750335693359
159,479,0.01770562119781971,,
160,482,,,0.7313345670700073
160,482,0.021906794980168343,,
161,485,,,0.7345696687698364
161,485,0.012207194231450558,,
162,488,,,0.7319390773773193
162,488,0.03397652879357338,,
163,491,,,0.7363117933273315
163,491,0.021764108911156654,,
164,494,,,0.737488865852356
164,494,0.012157422490417957,,
165,497,,,0.7380086183547974
165,497,0.014038551598787308,,
166,499,,0.016175929456949234,
166,500,,,0.7373254299163818
166,500,0.01907515898346901,,
167,503,,,0.7373930811882019
167,503,0.020405540242791176,,
168,506,,,0.7391423583030701
168,506,0.01623760722577572,,
169,509,,,0.7388010025024414
169,509,0.01911962777376175,,
170,512,,,0.7409130334854126
170,512,0.019340025261044502,,
171,515,,,0.7428221106529236
171,515,0.010791799984872341,,
172,518,,,0.741276741027832
172,518,0.01327440608292818,,
173,521,,,0.739840567111969
173,521,0.018992682918906212,,
174,524,,,0.7376148700714111
174,524,0.03005416877567768,,
175,527,,,0.7361425161361694
175,527,0.01952519454061985,,
176,530,,,0.7425359487533569
176,530,0.027896245941519737,,
177,533,,,0.7434093952178955
177,533,0.029546445235610008,,
178,536,,,0.7393620014190674
178,536,0.021958209574222565,,
179,539,,,0.7335953116416931
179,539,0.019054707139730453,,
180,542,,,0.7284859418869019
180,542,0.018455790355801582,,
181,545,,,0.7301160097122192
181,545,0.01367990393191576,,
182,548,,,0.7321484088897705
182,548,0.01879398338496685,,
183,549,,0.011679442599415779,
183,551,,,0.7319403290748596
183,551,0.015590921975672245,,
184,554,,,0.7357932925224304
184,554,0.013264973647892475,,
185,557,,,0.7389112710952759
185,557,0.017954928800463676,,
186,560,,,0.7439588308334351
186,560,0.01630941592156887,,
187,563,,,0.7454172372817993
187,563,0.021019717678427696,,
188,566,,,0.7443324327468872
