epoch,step,train_loss_epoch,train_loss_step,val_MAE
0,2,,,2.144465684890747
0,2,18.60499382019043,,
1,5,,,1.4191858768463135
1,5,2.9605114459991455,,
2,8,,,1.357926368713379
2,8,1.5553690195083618,,
3,11,,,1.2667429447174072
3,11,1.6349421739578247,,
4,14,,,1.2126867771148682
4,14,1.459834098815918,,
5,17,,,1.2190032005310059
5,17,1.2985342741012573,,
6,20,,,1.2563180923461914
6,20,1.2116554975509644,,
7,23,,,1.2993669509887695
7,23,1.2261728048324585,,
8,26,,,1.294822096824646
8,26,1.225939154624939,,
9,29,,,1.2613062858581543
9,29,1.185957670211792,,
10,32,,,1.2182565927505493
10,32,1.1262785196304321,,
11,35,,,1.1701412200927734
11,35,1.0606003999710083,,
12,38,,,1.119950532913208
12,38,0.9932122230529785,,
13,41,,,1.123669147491455
13,41,0.9338304400444031,,
14,44,,,1.1306684017181396
14,44,0.8923718929290771,,
15,47,,,1.0601609945297241
15,47,0.8669828772544861,,
16,49,,0.8504576683044434,
16,50,,,0.9969282150268555
16,50,0.7739548683166504,,
17,53,,,0.9657703042030334
17,53,0.7561686635017395,,
18,56,,,0.9825785756111145
18,56,0.7721619606018066,,
19,59,,,0.923954427242279
19,59,0.6998603940010071,,
20,62,,,0.9469797611236572
20,62,0.6546559929847717,,
21,65,,,0.8846681118011475
21,65,0.5950773358345032,,
22,68,,,0.9058298468589783
22,68,0.5890204310417175,,
23,71,,,0.8638126850128174
23,71,0.6006234288215637,,
24,74,,,0.8550083637237549
24,74,0.5242776274681091,,
25,77,,,0.8719819784164429
25,77,0.5058463215827942,,
26,80,,,0.8519488573074341
26,80,0.49070262908935547,,
27,83,,,0.8533663749694824
27,83,0.5138936638832092,,
28,86,,,0.909966230392456
28,86,0.47751089930534363,,
29,89,,,0.8613966107368469
29,89,0.44984152913093567,,
30,92,,,0.968678891658783
30,92,0.48612403869628906,,
31,95,,,0.8794413805007935
31,95,0.4717007577419281,,
32,98,,,0.8707427978515625
32,98,0.43224605917930603,,
33,99,,0.43395620584487915,
33,101,,,0.8584550619125366
33,101,0.4692193567752838,,
34,104,,,0.8908097743988037
34,104,0.4748428761959076,,
35,107,,,0.93073970079422
35,107,0.4376232624053955,,
36,110,,,0.884574294090271
36,110,0.38627564907073975,,
37,113,,,0.9790984392166138
37,113,0.4107722342014313,,
38,116,,,0.8676190972328186
38,116,0.33859553933143616,,
39,119,,,0.9206119775772095
39,119,0.34018024802207947,,
40,122,,,1.0460877418518066
40,122,0.3893246650695801,,
41,125,,,0.922329843044281
41,125,0.4288063049316406,,
42,128,,,0.9614505767822266
42,128,0.431266188621521,,
43,131,,,1.2768365144729614
43,131,0.37210479378700256,,
44,134,,,1.1477842330932617
44,134,0.45273542404174805,,
45,137,,,0.9228459596633911
45,137,0.440237432718277,,
46,140,,,0.9109591245651245
46,140,0.42159304022789,,
47,143,,,0.9989256262779236
47,143,0.5077401995658875,,
48,146,,,0.8477972745895386
48,146,0.4146644175052643,,
49,149,,0.26608002185821533,
49,149,,,0.9588892459869385
49,149,0.3399834632873535,,
50,152,,,0.8881157040596008
50,152,0.3150012791156769,,
51,155,,,0.8549577593803406
51,155,0.2998097836971283,,
52,158,,,0.859973669052124
52,158,0.260990709066391,,
53,161,,,0.7844427824020386
53,161,0.25084590911865234,,
54,164,,,0.9005724787712097
54,164,0.2401057332754135,,
55,167,,,0.8224278688430786
55,167,0.22872860729694366,,
56,170,,,0.8183135986328125
56,170,0.2010243535041809,,
57,173,,,0.7921915054321289
57,173,0.20821820199489594,,
58,176,,,0.8289099931716919
58,176,0.2189262956380844,,
59,179,,,0.9077670574188232
59,179,0.20612089335918427,,
60,182,,,0.846877932548523
60,182,0.2265177220106125,,
61,185,,,0.7912740111351013
61,185,0.18884269893169403,,
62,188,,,0.7764716148376465
62,188,0.253528356552124,,
