epoch,step,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,1,,,,2.30562686920166,2.778794527053833,3.861445426940918
0,1,2.6895904541015625,3.766761302947998,7.09938907623291,,,
1,3,,,,2.182955741882324,2.568521022796631,3.316758394241333
1,3,2.6979851722717285,3.59301495552063,6.457736492156982,,,
2,5,,,,2.0974020957946777,2.4026362895965576,2.9635231494903564
2,5,2.5185492038726807,3.204190731048584,5.155142307281494,,,
3,7,,,,2.0984575748443604,2.3383078575134277,2.9278106689453125
3,7,2.4276065826416016,3.0555801391601562,4.787029266357422,,,
4,9,,,,2.1847498416900635,2.3761534690856934,3.158820629119873
4,9,2.4215598106384277,2.859020709991455,4.29787015914917,,,
5,11,,,,2.1666488647460938,2.395746946334839,3.2754931449890137
5,11,2.418226718902588,2.7315261363983154,4.138034343719482,,,
6,13,,,,2.054044008255005,2.32612943649292,3.0960919857025146
6,13,2.2890398502349854,2.6866962909698486,4.048385143280029,,,
7,15,,,,1.9032607078552246,2.2205398082733154,2.8034238815307617
7,15,2.1753551959991455,2.526421546936035,3.5974037647247314,,,
8,17,,,,1.7878645658493042,2.152099847793579,2.60365629196167
8,17,2.1052908897399902,2.562304973602295,3.72912859916687,,,
9,19,,,,1.7590936422348022,2.13280987739563,2.524963855743408
9,19,2.010380268096924,2.4624786376953125,3.38879656791687,,,
10,21,,,,1.7749154567718506,2.12640380859375,2.498000383377075
10,21,2.0831589698791504,2.612927198410034,3.7170236110687256,,,
11,23,,,,1.7848323583602905,2.1335129737854004,2.507648468017578
11,23,2.1447391510009766,2.751544237136841,4.086455821990967,,,
12,25,,,,1.7886719703674316,2.147827625274658,2.538942575454712
12,25,2.1144492626190186,2.680842399597168,3.89770245552063,,,
13,27,,,,1.7830352783203125,2.158781051635742,2.5753509998321533
13,27,1.9949662685394287,2.4808576107025146,3.3964226245880127,,,
14,29,,,,1.7715511322021484,2.1619439125061035,2.60170316696167
14,29,2.002990961074829,2.5863137245178223,3.6221513748168945,,,
15,31,,,,1.8038418292999268,2.165400505065918,2.6287600994110107
15,31,2.0347492694854736,2.545224189758301,3.621675968170166,,,
16,33,,,,1.833763599395752,2.1697347164154053,2.655104637145996
16,33,2.0354442596435547,2.4685895442962646,3.473087787628174,,,
17,35,,,,1.846449613571167,2.1557505130767822,2.6364548206329346
17,35,1.873142957687378,2.222815990447998,2.7774691581726074,,,
18,37,,,,1.8520143032073975,2.139458179473877,2.6072816848754883
18,37,2.154648780822754,2.6515262126922607,3.9097046852111816,,,
19,39,,,,1.8435932397842407,2.113959312438965,2.553036689758301
19,39,2.0598819255828857,2.538287878036499,3.5924124717712402,,,
20,41,,,,1.8260326385498047,2.0852203369140625,2.4880051612854004
20,41,2.0830740928649902,2.4790046215057373,3.4799249172210693,,,
21,43,,,,1.8048938512802124,2.059581995010376,2.427215099334717
21,43,2.156402349472046,2.663487434387207,3.913933277130127,,,
22,45,,,,1.7840557098388672,2.0395302772521973,2.377361297607422
22,45,2.0327773094177246,2.5593032836914062,3.564535140991211,,,
23,47,,,,1.7738282680511475,2.0333077907562256,2.356762409210205
23,47,2.02957820892334,2.455071449279785,3.384070634841919,,,
24,49,,,,1.7635595798492432,2.0310168266296387,2.341764211654663
24,49,2.0710692405700684,2.4891715049743652,3.4702277183532715,,,
25,51,,,,1.7538461685180664,2.0322954654693604,2.332798719406128
25,51,2.139512777328491,2.677510976791382,3.931490182876587,,,
26,53,,,,1.7456330060958862,2.033474922180176,2.3221189975738525
26,53,2.0471973419189453,2.564042806625366,3.6336452960968018,,,
27,55,,,,1.7272429466247559,2.0225045680999756,2.285982608795166
27,55,1.9231278896331787,2.2914774417877197,2.961466073989868,,,
28,57,,,,1.6983517408370972,1.9984054565429688,2.22511625289917
28,57,2.0217442512512207,2.396488904953003,3.2455098628997803,,,
29,59,,,,1.6715481281280518,1.9660311937332153,2.1668896675109863
29,59,1.884239912033081,2.242516040802002,2.8614895343780518,,,
30,61,,,,1.6571015119552612,1.9544970989227295,2.1327052116394043
30,61,1.9019633531570435,2.3876254558563232,3.1512060165405273,,,
31,63,,,,1.6523467302322388,1.9695429801940918,2.1346471309661865
31,63,1.9876813888549805,2.4855687618255615,3.417154312133789,,,
32,65,,,,1.637252926826477,1.9507091045379639,2.093700885772705
32,65,1.9664690494537354,2.4626612663269043,3.3715710639953613,,,
33,67,,,,1.6203892230987549,1.9277279376983643,2.0470447540283203
33,67,1.9925460815429688,2.495415687561035,3.4457051753997803,,,
34,69,,,,1.5972912311553955,1.8969143629074097,1.9868412017822266
34,69,1.9560879468917847,2.44695782661438,3.2987260818481445,,,
35,71,,,,1.5761712789535522,1.8687832355499268,1.9316898584365845
35,71,1.9193798303604126,2.4194633960723877,3.20923113822937,,,
36,73,,,,1.567741870880127,1.8637512922286987,1.91616952419281
36,73,1.8787636756896973,2.3454573154449463,3.150458335876465,,,
37,75,,,,1.559633731842041,1.8668287992477417,1.9133753776550293
37,75,1.830911636352539,2.3352296352386475,2.9856173992156982,,,
38,77,,,,1.543021321296692,1.8559013605117798,1.8875762224197388
38,77,1.8921608924865723,2.4015450477600098,3.1333751678466797,,,
39,79,,,,1.5229969024658203,1.8447256088256836,1.8607075214385986
39,79,1.880298376083374,2.2499947547912598,2.8590378761291504,,,
40,81,,,,1.4995026588439941,1.8280764818191528,1.825296401977539
40,81,1.9194291830062866,2.4433813095092773,3.2772581577301025,,,
41,83,,,,1.4703116416931152,1.8014566898345947,1.7742292881011963
41,83,1.8443981409072876,2.2586913108825684,2.816037178039551,,,
42,85,,,,1.4377058744430542,1.7732090950012207,1.721860408782959
42,85,1.8515070676803589,2.3648014068603516,3.101954221725464,,,
43,87,,,,1.416691541671753,1.7616138458251953,1.6958616971969604
43,87,1.8243454694747925,2.39198899269104,3.166348457336426,,,
44,89,,,,1.420724630355835,1.7732878923416138,1.7069497108459473
44,89,1.7754020690917969,2.213582754135132,2.716731548309326,,,
45,91,,,,1.4450984001159668,1.825681209564209,1.7769135236740112
